mean_travel_time,src_area,dst_area,geo_distance,pop_distance,haversine_distances,route_distances,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday,Sunday
2334.43,0.790802,0.584104,14.114137203527532,14.141759155069781,14.083140372356457,18.708,0.0,0.0,1.0,0.0,0.0,0.0,0.0
1529.83,0.790802,6.27943,13.665746851160385,12.486204867773074,13.644252957983257,17.164900000000003,0.0,0.0,0.0,0.0,1.0,0.0,0.0
1390.04,0.790802,0.662274,8.249044187055855,8.333425766154038,8.227684875726046,11.4969,0.0,0.0,0.0,1.0,0.0,0.0,0.0
157.91,0.790802,0.796626,2.258856790502665,2.3719411881410553,2.251140181355743,3.0701,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1781.67,0.790802,1.28299,17.972040340484437,18.017793982616187,17.95268599534723,25.0846,0.0,0.0,0.0,1.0,0.0,0.0,0.0
1720.39,0.790802,1.62037,17.59504077858304,17.60577567163685,17.5669034602351,23.8666,1.0,0.0,0.0,0.0,0.0,0.0,0.0
761.8,0.790802,0.841702,6.189825199470499,6.1687552228954585,6.175186725021269,8.813799999999999,0.0,1.0,0.0,0.0,0.0,0.0,0.0
1351.76,0.790802,1.56645,11.072876139468011,10.955244999542456,11.048001533664364,14.218399999999999,0.0,1.0,0.0,0.0,0.0,0.0,0.0
528.43,0.790802,0.472909,4.48159179310209,4.631946135265392,4.585915499716345,6.2992,0.0,1.0,0.0,0.0,0.0,0.0,0.0
952.7,0.790802,1.88279,11.189016131903646,11.12613589706687,11.104029613512935,15.231200000000001,0.0,0.0,0.0,1.0,0.0,0.0,0.0
1327.26,1.15918,1.2261,7.43326745112807,7.4718555259051955,7.415472668910714,9.3444,0.0,0.0,1.0,0.0,0.0,0.0,0.0
2079.5,1.15918,0.90197,14.291928701193552,14.378334395888837,14.27945011407985,23.1078,0.0,0.0,0.0,1.0,0.0,0.0,0.0
2076.51,1.15918,0.625159,12.986635977034236,12.943342690356305,12.97347424246146,23.481099999999998,0.0,0.0,0.0,0.0,0.0,1.0,0.0
1309.97,1.15918,1.87896,10.791989853590486,10.739270599067703,10.769801292974615,14.051200000000001,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1032.38,1.15918,1.3919,5.438176624568202,5.422628513922008,5.426892860976461,7.3164,0.0,0.0,0.0,0.0,0.0,1.0,0.0
1473.21,1.15918,1.48786,13.555154185770077,13.515005327412934,13.514664512039658,16.507,0.0,0.0,1.0,0.0,0.0,0.0,0.0
877.91,1.15918,2.22537,4.74148088681163,5.189298603857751,4.729392645150808,7.0947,0.0,0.0,0.0,0.0,0.0,1.0,0.0
2061.57,1.15918,3.15147,8.971013376425208,9.310210792457923,8.961086883205235,10.930200000000001,0.0,1.0,0.0,0.0,0.0,0.0,0.0
2533.88,1.15918,0.611926,14.586865667442064,14.581433125725331,14.579500083522117,21.833099999999998,0.0,1.0,0.0,0.0,0.0,0.0,0.0
2485.59,1.15918,1.71866,18.122767559067793,18.102206191511574,18.114699182664776,27.2548,0.0,1.0,0.0,0.0,0.0,0.0,0.0
2498.69,3.29688,2.57134,29.39864325100735,28.83006432528377,29.30983767876864,44.5758,0.0,0.0,1.0,0.0,0.0,0.0,0.0
1608.4,3.29688,0.704098,18.74533723356291,18.525438996147972,18.695793690731055,29.7515,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1448.97,3.29688,0.84011,11.162844171625796,10.91063811149467,11.132445124698256,20.6139,0.0,0.0,1.0,0.0,0.0,0.0,0.0
2739.5,3.29688,0.764662,19.75847453625912,20.03570185943083,19.701617133163612,25.127599999999997,0.0,0.0,0.0,0.0,1.0,0.0,0.0
1860.17,3.29688,1.58855,20.043160629002603,20.499101760808934,19.983561989136444,24.9492,0.0,0.0,0.0,0.0,0.0,0.0,1.0
945.06,3.29688,0.498732,7.779086450220231,7.455060361928668,7.759276492726722,14.1211,0.0,0.0,1.0,0.0,0.0,0.0,0.0
1315.0,3.29688,0.43675,13.858970380226664,13.71631630577248,13.81925998673241,20.6651,0.0,1.0,0.0,0.0,0.0,0.0,0.0
363.19,3.29688,4.35624,3.206785618029369,4.2093089694152885,3.195367295269354,6.9703,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1103.57,3.29688,0.669055,11.597311498791434,11.805916144035582,11.563078112759982,16.4426,1.0,0.0,0.0,0.0,0.0,0.0,0.0
2700.35,3.29688,0.297798,18.860016569451894,18.907880790823704,18.801935970640677,23.6565,1.0,0.0,0.0,0.0,0.0,0.0,0.0
1768.0,1.77204,1.07228,19.89307748941827,19.95096970074387,19.83296457414123,26.520799999999998,0.0,1.0,0.0,0.0,0.0,0.0,0.0
1591.65,1.77204,0.700106,9.118641620329203,9.018864285485174,9.091931279146955,13.043700000000001,0.0,0.0,0.0,0.0,1.0,0.0,0.0
1087.83,1.77204,1.4466,8.220083515390826,8.250524952995415,8.215337387365075,12.6099,1.0,0.0,0.0,0.0,0.0,0.0,0.0
2797.29,1.77204,0.624579,14.262671734285972,13.876534797996221,14.225059276513432,17.4711,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2209.65,1.77204,1.06083,12.886028286481448,12.843888546697997,12.880315380069979,17.6609,0.0,0.0,0.0,1.0,0.0,0.0,0.0
2212.0,1.77204,0.45945,19.642727407363775,19.57999542900866,19.585467433486965,32.3652,0.0,0.0,0.0,0.0,0.0,0.0,1.0
426.14,1.77204,0.890012,2.355223131679884,2.410255173212994,2.353653637750813,3.6208,0.0,0.0,0.0,0.0,1.0,0.0,0.0
2191.65,1.77204,0.785436,12.072416328142431,12.038363219308513,12.065959962506374,17.2298,0.0,0.0,0.0,1.0,0.0,0.0,0.0
972.09,1.77204,0.437834,4.2787701504053715,4.2508028653420284,4.272880440987202,5.5887,0.0,0.0,0.0,0.0,1.0,0.0,0.0
2541.88,1.77204,0.685346,14.775817710028775,14.6863147862219,14.760224971708755,17.714,0.0,0.0,0.0,0.0,0.0,1.0,0.0
2292.48,0.767578,0.929619,10.46278299497796,10.621096459405686,10.451722068697686,13.001299999999999,0.0,0.0,1.0,0.0,0.0,0.0,0.0
1795.96,0.767578,3.74337,16.99096659993186,17.174438127636083,16.938648257156153,19.0311,0.0,0.0,0.0,0.0,1.0,0.0,0.0
585.49,0.767578,0.933065,3.321216644544586,3.191590512581462,3.324387580545499,4.2248,0.0,0.0,0.0,1.0,0.0,0.0,0.0
1678.45,0.767578,1.28079,9.917534219754424,9.86804869262409,9.91552805159419,12.1473,0.0,0.0,0.0,0.0,1.0,0.0,0.0
1368.31,0.767578,1.15983,6.543563860771895,6.319727604889311,6.534543094497877,9.8828,0.0,1.0,0.0,0.0,0.0,0.0,0.0
1325.38,0.767578,1.24169,6.369157950624243,6.291500059604227,6.357588376606693,9.1744,0.0,0.0,0.0,1.0,0.0,0.0,0.0
2836.54,0.767578,0.693921,13.102886132451887,13.16970888060932,13.08194432735853,16.781200000000002,0.0,0.0,0.0,0.0,1.0,0.0,0.0
1599.24,0.767578,1.25275,10.425932140581004,10.326239635026877,10.41525821899422,13.4472,0.0,0.0,1.0,0.0,0.0,0.0,0.0
820.94,0.767578,3.07727,5.5430075771191225,5.090233982834189,5.539853399643197,6.8151,0.0,0.0,0.0,0.0,1.0,0.0,0.0
1697.07,0.767578,1.07454,12.131451026155116,12.093289461515424,12.092984249164978,14.2113,1.0,0.0,0.0,0.0,0.0,0.0,0.0
1589.55,0.700106,0.667459,6.474817217497341,6.454516868054495,6.460680381631421,9.777700000000001,0.0,0.0,1.0,0.0,0.0,0.0,0.0
1032.14,0.700106,3.15147,3.9630478170216414,3.623178852885957,3.9617277865314238,5.123,0.0,1.0,0.0,0.0,0.0,0.0,0.0
677.43,0.700106,0.685777,2.8457677347246735,2.8081310510729374,2.8415713724680076,5.0741000000000005,0.0,0.0,0.0,1.0,0.0,0.0,0.0
1761.68,0.700106,1.62022,9.76876327894171,9.792016186669628,9.764293561364289,13.0937,0.0,0.0,0.0,1.0,0.0,0.0,0.0
1959.83,0.700106,4.35624,14.996921850833257,13.907216723701403,14.955149372192443,19.255599999999998,0.0,0.0,0.0,0.0,0.0,0.0,1.0
973.51,0.700106,0.57728,4.4401582179017,4.373300126906454,4.435843533252936,6.1921,0.0,0.0,0.0,1.0,0.0,0.0,0.0
2555.83,0.700106,0.81245,10.61209559889092,10.690036108451647,10.600914759814314,13.341700000000001,0.0,0.0,0.0,0.0,1.0,0.0,0.0
1824.45,0.700106,1.07228,11.149899237212864,11.26486915148152,11.117619985565774,14.7051,0.0,0.0,0.0,1.0,0.0,0.0,0.0
