iter	RMSE
0	698.3761682
1	653.2585333
2	614.6602518
3	579.1832761
4	547.7310596
5	520.3076054
6	495.1877188
7	473.1300828
8	453.0908109
9	434.9549251
10	418.2042184
11	403.8563878
12	392.1653444
13	381.5710863
14	371.1660677
15	363.1536259
16	355.8985439
17	348.6053873
18	342.7084033
19	335.4169209
20	330.7898477
21	325.037649
22	319.5318042
23	315.7127846
24	310.5516006
25	306.8560175
26	303.8644041
27	300.9025603
28	297.2660859
29	293.4928752
30	291.3896216
31	289.2966351
32	287.4917001
33	285.6197563
34	282.4113598
35	279.8539116
36	277.1759059
37	274.7301749
38	272.2467011
39	270.3682637
40	268.6825895
41	267.3188101
42	266.165255
43	264.5778586
44	263.2684138
45	260.8416248
46	259.517264
47	258.0454387
48	257.0246521
49	256.1453864
50	255.2306317
51	254.4150845
52	253.2994297
53	252.3577228
54	251.5535568
55	250.5583631
56	249.8287193
57	248.9590445
58	247.6672474
59	246.8073793
60	246.3337344
61	245.2098625
62	244.4527849
63	243.855577
64	243.3660207
65	242.75227
66	241.7797097
67	240.8957703
68	240.2015115
69	239.4414465
70	238.9850101
71	238.5034995
72	237.7478081
73	237.2525769
74	236.8611583
75	236.219354
76	235.7144868
77	235.130116
78	234.5965374
79	234.0994422
80	233.6241378
81	233.1563413
82	232.6031574
83	232.1956626
84	231.6739012
85	231.0757147
86	230.1296749
87	229.4146007
88	229.0324065
89	228.6849115
90	228.0633082
91	227.5348902
92	226.9758161
93	226.2900666
94	225.9755089
95	225.6923282
96	225.2574805
97	224.9809716
98	224.4758245
99	223.945058
100	223.2737632
101	223.0085198
102	222.5330588
103	221.8589767
104	221.4383493
105	220.9887064
106	220.4384916
107	219.5734469
108	218.8803843
109	218.3027803
110	218.1021397
111	217.5415313
112	216.9628345
113	216.6133275
114	216.055245
115	215.3998512
116	214.8855215
117	214.339663
118	214.1157239
119	213.6381043
120	213.0653148
121	212.5151964
122	212.0024134
123	211.4667881
124	211.1827543
125	210.7606495
126	210.3772146
127	209.9333662
128	209.5805842
129	209.1272297
130	208.8863977
131	208.5557988
132	208.1769866
133	207.7618639
134	207.5353502
135	207.1169479
136	206.6606436
137	206.3597863
138	205.7887809
139	205.3645754
140	204.9424184
141	204.5378062
142	204.2533656
143	203.8755723
144	203.5010824
145	203.1013644
146	202.614647
147	202.3485446
148	201.9062528
149	201.4793046
150	201.19311
151	200.8392152
152	200.5226111
153	200.0425624
154	199.7802699
155	199.5911368
156	199.2480669
157	198.9655368
158	198.5882518
159	198.2223406
160	197.8585971
161	197.5674322
162	197.2350373
163	196.990899
164	196.7104533
165	196.451671
166	196.1066637
167	195.9092938
168	195.6189362
169	195.4233221
170	195.1508666
171	194.8172027
172	194.6845315
173	194.3476635
174	194.0325879
175	193.7085213
176	193.4253118
177	193.1138949
178	192.8172208
179	192.6336523
180	192.3858491
181	192.1862352
182	192.039549
183	191.7873261
184	191.458614
185	191.0289307
186	190.8799645
187	190.6207848
188	190.3735453
189	189.9796836
190	189.7174951
191	189.3603219
192	189.1105892
193	188.6589841
194	188.2726381
195	188.067644
196	187.8216538
197	187.7158527
198	187.4816023
199	187.3563618
200	187.1782021
201	186.879324
202	186.5274085
203	186.2688274
204	186.0698193
205	185.7708959
206	185.5606939
207	185.3226213
208	185.0742228
209	184.8629511
210	184.6731146
211	184.465863
212	184.2714345
213	184.0016222
214	183.7930589
215	183.6809117
216	183.4130776
217	183.1670591
218	182.9326598
219	182.6914055
220	182.3443574
221	182.1282161
222	181.9457778
223	181.7149694
224	181.5607521
225	181.4035758
226	181.2066185
227	181.086349
228	180.871236
229	180.5764862
230	180.4012996
231	180.1065727
232	179.8427636
233	179.634956
234	179.5015086
235	179.2880787
236	179.1607749
237	179.0128932
238	178.8295766
239	178.6297455
240	178.3024019
241	178.1383546
242	177.9447859
243	177.8104123
244	177.6604493
245	177.4913669
246	177.2468655
247	177.1333107
248	176.99001
249	176.8440902
250	176.6539349
251	176.4054362
252	176.2950009
253	176.0867194
254	175.9582157
255	175.7604919
256	175.5540619
257	175.4529384
258	175.1582776
259	174.9417695
260	174.8495995
261	174.6267779
262	174.4203091
263	174.2423646
264	173.9819885
265	173.70661
266	173.5184795
267	173.3047936
268	173.2071503
269	173.0634186
270	172.771276
271	172.6655985
272	172.4193206
273	172.2660583
274	171.9917483
275	171.8355002
276	171.6621961
277	171.5308611
278	171.3942831
279	171.2330579
280	171.0659347
281	170.9147055
282	170.7905592
283	170.6987585
284	170.503067
285	170.3930487
286	170.2146652
287	169.9290949
288	169.7621372
289	169.6797485
290	169.5874551
291	169.3679973
292	169.207528
293	169.0610104
294	168.8647486
295	168.6726642
296	168.5548473
297	168.4001864
298	168.2330413
299	168.0694674
300	167.8518298
301	167.7247404
302	167.5845161
303	167.4141626
304	167.298041
305	167.1589724
306	166.89636
307	166.632395
308	166.5673096
309	166.4395358
310	166.2525464
311	166.1147292
312	165.9391206
313	165.7759221
314	165.5485215
315	165.2515448
316	165.1144483
317	164.9765625
318	164.8834946
319	164.7848074
320	164.6437425
321	164.4218381
322	164.2711066
323	164.0890998
324	163.91235
325	163.8183333
326	163.5435215
327	163.3838666
328	163.2242472
329	163.0521179
330	162.8770185
331	162.6989828
332	162.5140594
333	162.3611421
334	162.2094312
335	162.0386426
336	161.889345
337	161.7202503
338	161.5317469
339	161.37155
340	161.2255516
341	161.1100833
342	160.984971
343	160.8931432
344	160.7700854
345	160.6354645
346	160.4725629
347	160.3301577
348	160.2465336
349	160.1253379
350	160.0314418
351	159.8511558
352	159.6874359
353	159.6015579
354	159.4565729
355	159.2723591
356	159.0910512
357	158.9179553
358	158.7930811
359	158.5915983
360	158.4266807
361	158.2375411
362	158.1033216
363	157.9312179
364	157.8273494
365	157.7174397
366	157.5474132
367	157.4519397
368	157.2637073
369	157.0916549
370	157.014881
371	156.8472775
372	156.7660228
373	156.6525354
374	156.5083089
375	156.4042499
376	156.3146434
377	156.1793322
378	156.0349055
379	155.8719405
380	155.7294053
381	155.6047692
382	155.4160911
383	155.3000919
384	155.152013
385	154.9634453
386	154.8762543
387	154.729184
388	154.5949619
389	154.4133369
390	154.3289804
391	154.167471
392	153.9806687
393	153.8802511
394	153.7174406
395	153.615034
396	153.4826081
397	153.3661803
398	153.1964905
399	153.0307921
400	152.9499149
401	152.8252962
402	152.7527086
403	152.6096152
404	152.4989214
405	152.3495015
406	152.2059679
407	152.1202495
408	151.9738909
409	151.9023569
410	151.7824377
411	151.6618401
412	151.4646717
413	151.2790938
414	151.155346
415	151.0081203
416	150.8886801
417	150.7686683
418	150.5968245
419	150.5156808
420	150.3693497
421	150.274273
422	150.1594613
423	150.0259826
424	149.9254141
425	149.8434208
426	149.7116
427	149.6277024
428	149.5202038
429	149.3973772
430	149.3084467
431	149.1439802
432	149.0242564
433	148.8945588
434	148.702473
435	148.5859229
436	148.4849989
437	148.4184451
438	148.3211521
439	148.2179687
440	148.1163527
441	148.0186688
442	147.8985455
443	147.7924387
444	147.6581115
445	147.5815379
446	147.511616
447	147.4010851
448	147.2736705
449	147.1438576
450	147.0159138
451	146.9500014
452	146.8655726
453	146.7715264
454	146.6578527
455	146.5527291
456	146.4775509
457	146.3872836
458	146.295949
459	146.1851472
460	146.0799964
461	146.0074552
462	145.876358
463	145.7563585
464	145.6533165
465	145.5442136
466	145.4111837
467	145.3002368
468	145.223199
469	145.1085494
470	144.9436049
471	144.8430539
472	144.7160824
473	144.6317993
474	144.5584715
475	144.4055847
476	144.2962802
477	144.188878
478	144.1076905
479	144.0410936
480	143.9328705
481	143.8746707
482	143.7566722
483	143.5480792
484	143.4242873
485	143.3587786
486	143.2470985
487	143.1757681
488	143.0460189
489	142.9410426
490	142.8049581
491	142.7204285
492	142.6413903
493	142.5447367
494	142.3631018
495	142.2097327
496	142.0753266
497	141.9254021
498	141.8245302
499	141.7093237
500	141.561397
501	141.5068559
502	141.3790296
503	141.2138698
504	141.1502222
505	141.0800828
506	140.9957266
507	140.8277093
508	140.6974637
509	140.5897247
510	140.4656987
511	140.3319779
512	140.2253526
513	140.1622954
514	140.1094212
515	140.0118873
516	139.8995465
517	139.8130841
518	139.7189764
519	139.6036237
520	139.522298
521	139.3884499
522	139.2806283
523	139.1346459
524	139.0343083
525	138.9386853
526	138.8463493
527	138.7451434
528	138.6497736
529	138.5677566
530	138.4854187
531	138.3781161
532	138.2422262
533	138.187217
534	138.0988637
535	137.9262324
536	137.7436734
537	137.6700855
538	137.5914574
539	137.5084152
540	137.4012331
541	137.2863728
542	137.1668237
543	137.0866389
544	136.9892215
545	136.9433414
546	136.8711445
547	136.7209465
548	136.5727818
549	136.4598496
550	136.3285524
551	136.2582019
552	136.1404994
553	136.0271604
554	135.8930699
555	135.7835223
556	135.7052503
557	135.609842
558	135.5391702
559	135.4699104
560	135.3600814
561	135.278346
562	135.2277266
563	135.1715005
564	135.0970139
565	135.0457855
566	134.8611822
567	134.7849592
568	134.6853645
569	134.5951009
570	134.5271238
571	134.4444596
572	134.332262
573	134.2564927
574	134.1743752
575	134.0874768
576	133.9735593
577	133.8722421
578	133.7251396
579	133.6420847
580	133.5465719
581	133.4201298
582	133.3538228
583	133.2647217
584	133.165762
585	133.0671853
586	132.9718212
587	132.8891999
588	132.8084847
589	132.6764806
590	132.5621599
591	132.4976242
592	132.4038646
593	132.2853526
594	132.2112434
595	132.1163696
596	132.0366221
597	131.8866441
598	131.817536
599	131.7512047
600	131.6788676
601	131.6322158
602	131.5126681
603	131.4177705
604	131.3544217
605	131.2518306
606	131.1819664
607	131.1199391
608	131.0419172
609	130.9793069
610	130.8794972
611	130.7928017
612	130.7170175
613	130.6339211
614	130.5561576
615	130.4726133
616	130.3893932
617	130.27825
618	130.1829868
619	130.0769863
620	129.9860576
621	129.8778975
622	129.7780779
623	129.7311918
624	129.6296773
625	129.5500123
626	129.4444397
627	129.3963937
628	129.3048029
629	129.1596567
630	129.0987055
631	129.0461667
632	128.9717395
633	128.8994623
634	128.8194502
635	128.7855918
636	128.6901077
637	128.5814149
638	128.492454
639	128.408309
640	128.3140935
641	128.2562013
642	128.160881
643	128.0741052
644	127.941911
645	127.8069053
646	127.7503595
647	127.6242862
648	127.5277324
649	127.4671575
650	127.3735049
651	127.2968858
652	127.1895607
653	127.1555908
654	127.0842076
655	127.0217599
656	126.905594
657	126.8249306
658	126.7379192
659	126.680074
660	126.6016225
661	126.5218579
662	126.4487883
663	126.3564911
664	126.2857591
665	126.2267638
666	126.1398292
667	126.0358118
668	125.9431549
669	125.8724035
670	125.8320477
671	125.7788666
672	125.6818887
673	125.5766637
674	125.4888659
675	125.4358033
676	125.367066
677	125.2851467
678	125.2240241
679	125.1416686
680	125.098207
681	125.048361
682	125.0173391
683	124.8933872
684	124.8161374
685	124.7258295
686	124.6282945
687	124.5592019
688	124.4624977
689	124.320544
690	124.2382743
691	124.1351641
692	124.0175766
693	123.9795642
694	123.8936855
695	123.7998455
696	123.7614389
697	123.6740733
698	123.6056114
699	123.4895563
700	123.3974036
701	123.3227418
702	123.1977587
703	123.1419845
704	123.0431969
705	122.977062
706	122.9316113
707	122.8417438
708	122.7842785
709	122.6930973
710	122.6535176
711	122.527814
712	122.4551659
713	122.3900872
714	122.3217492
715	122.2619927
716	122.142833
717	122.0526856
718	121.9597615
719	121.8811593
720	121.8398873
721	121.7121214
722	121.6172336
723	121.5396774
724	121.5007136
725	121.4468187
726	121.3440556
727	121.2391699
728	121.1843263
729	121.1012077
730	120.9835377
731	120.9078637
732	120.7842006
733	120.6893969
734	120.6379568
735	120.569421
736	120.475586
737	120.4131602
738	120.3320763
739	120.2325085
740	120.178766
741	120.1012738
742	120.048002
743	119.9730161
744	119.872759
745	119.7863424
746	119.6768704
747	119.6109738
748	119.5565055
749	119.4796505
750	119.4328735
751	119.3470909
752	119.2887688
753	119.2075331
754	119.1071858
755	119.0284719
756	118.9887356
757	118.8985015
758	118.8571185
759	118.8016702
760	118.7629406
761	118.7059383
762	118.6272402
763	118.5300325
764	118.4686635
765	118.3941863
766	118.3091404
767	118.2355324
768	118.1698247
769	118.1038914
770	118.0205798
771	117.9599228
772	117.9011793
773	117.8560162
774	117.7505434
775	117.6486646
776	117.5628181
777	117.4931228
778	117.4205097
779	117.3640835
780	117.2927416
781	117.236407
782	117.1363619
783	117.102706
784	117.0037412
785	116.9344049
786	116.8620258
787	116.7992894
788	116.7500595
789	116.7039177
790	116.6554053
791	116.5873825
792	116.4769669
793	116.3574442
794	116.2436669
795	116.18554
796	116.0958363
797	116.0058439
798	115.921501
799	115.88419
800	115.826887
801	115.7441981
802	115.7029458
803	115.6442188
804	115.558766
805	115.4530722
806	115.397744
807	115.3249103
808	115.2033271
809	115.143244
810	115.0717655
811	115.0118082
812	114.9827046
813	114.8950181
814	114.7756792
815	114.7202248
816	114.6418367
817	114.5452476
818	114.4928808
819	114.4548183
820	114.3739775
821	114.2771014
822	114.236663
823	114.1432965
824	114.0962885
825	113.9972744
826	113.9488817
827	113.8974866
828	113.8269521
829	113.7560838
830	113.6873405
831	113.6298825
832	113.5381864
833	113.494163
834	113.4313824
835	113.3817569
836	113.323217
837	113.2352841
838	113.1693302
839	113.1082491
840	113.0567003
841	112.9950659
842	112.9283311
843	112.887831
844	112.8280341
845	112.7755046
846	112.6840083
847	112.6288544
848	112.5628255
849	112.49982
850	112.4346294
851	112.3893572
852	112.3509688
853	112.2687628
854	112.1914856
855	112.0921364
